sim_index,route_name,route_type,phase,leg_index,minute_from_start,leg_minute,from_wpt,to_wpt,from_name,to_name,lat_deg,lon_deg,cog_deg,sog_knots,distance_from_start_nm,distance_to_go_nm
331,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,331,165,6,7,SaidTssN,Kriti E,32.091093235947966,31.49490848816814,309.57972469971133,12.0,66.11006854886026,537.8662435706042
332,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,332,166,6,7,SaidTssN,Kriti E,32.09320326688335,31.491867142261672,309.57972469971133,12.0,66.31002365493946,537.666288464525
333,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,333,167,6,7,SaidTssN,Kriti E,32.095313225150335,31.48882565587194,309.57972469971133,12.0,66.50997876101866,537.4663333584458
334,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,334,168,6,7,SaidTssN,Kriti E,32.09742311073964,31.485784028985808,309.57972469971133,12.0,66.70993386709785,537.2663782523666
335,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,335,169,6,7,SaidTssN,Kriti E,32.099532923641945,31.48274226159013,309.57972469971133,12.0,66.90988897317705,537.0664231462873
336,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,336,170,6,7,SaidTssN,Kriti E,32.10164266384794,31.479700353671756,309.57972469971133,12.0,67.10984407925625,536.8664680402081
337,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,337,171,6,7,SaidTssN,Kriti E,32.10375233134834,31.47665830521755,309.57972469971133,12.0,67.30979918533544,536.666512934129
338,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,338,172,6,7,SaidTssN,Kriti E,32.10586192613382,31.47361611621437,309.57972469971133,12.0,67.50975429141464,536.4665578280498
339,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,339,173,6,7,SaidTssN,Kriti E,32.10797144819509,31.470573786649055,309.57972469971133,12.0,67.70970939749384,536.2666027219706
340,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,340,174,6,7,SaidTssN,Kriti E,32.11008089752281,31.467531316508474,309.57972469971133,12.0,67.90966450357303,536.0666476158914
341,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,341,175,6,7,SaidTssN,Kriti E,32.112190274107704,31.464488705779473,309.57972469971133,12.0,68.10961960965223,535.8666925098122
342,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,342,176,6,7,SaidTssN,Kriti E,32.11429957794046,31.461445954448923,309.57972469971133,12.0,68.30957471573143,535.666737403733
343,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,343,177,6,7,SaidTssN,Kriti E,32.116408809011745,31.458403062503667,309.57972469971133,12.0,68.50952982181062,535.4667822976538
344,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,344,178,6,7,SaidTssN,Kriti E,32.11851796731226,31.455360029930567,309.57972469971133,12.0,68.7094849278898,535.2668271915746
345,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,345,179,6,7,SaidTssN,Kriti E,32.1206270528327,31.452316856716486,309.57972469971133,12.0,68.90944003396902,535.0668720854953
346,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,346,180,6,7,SaidTssN,Kriti E,32.12273606556373,31.44927354284826,309.57972469971133,12.0,69.1093951400482,534.8669169794161
347,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,347,181,6,7,SaidTssN,Kriti E,32.124845005496056,31.446230088312756,309.57972469971133,12.0,69.3093502461274,534.666961873337
348,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,348,182,6,7,SaidTssN,Kriti E,32.12695387262035,31.443186493096835,309.57972469971133,12.0,69.50930535220661,534.4670067672578
349,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,349,183,6,7,SaidTssN,Kriti E,32.129062666927304,31.440142757187356,309.57972469971133,12.0,69.7092604582858,534.2670516611786
350,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,350,184,6,7,SaidTssN,Kriti E,32.1311713884076,31.43709888057116,309.57972469971133,12.0,69.90921556436498,534.0670965550994
351,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,351,185,6,7,SaidTssN,Kriti E,32.13328003705191,31.434054863235126,309.57972469971133,12.0,70.10917067044419,533.8671414490202
352,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,352,186,6,7,SaidTssN,Kriti E,32.13538861285093,31.43101070516608,309.57972469971133,12.0,70.30912577652339,533.667186342941
353,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,353,187,6,7,SaidTssN,Kriti E,32.13749711579533,31.427966406350905,309.57972469971133,12.0,70.50908088260258,533.4672312368618
354,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,354,188,6,7,SaidTssN,Kriti E,32.13960554587578,31.42492196677645,309.57972469971133,12.0,70.70903598868178,533.2672761307826
355,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,355,189,6,7,SaidTssN,Kriti E,32.14171390308297,31.42187738642956,309.57972469971133,12.0,70.90899109476098,533.0673210247035
356,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,356,190,6,7,SaidTssN,Kriti E,32.14382218740758,31.418832665297103,309.57972469971133,12.0,71.10894620084017,532.8673659186243
357,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,357,191,6,7,SaidTssN,Kriti E,32.14593039884028,31.415787803365944,309.57972469971133,12.0,71.30890130691937,532.6674108125451
358,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,358,192,6,7,SaidTssN,Kriti E,32.14803853737174,31.41274280062293,309.57972469971133,12.0,71.50885641299857,532.4674557064659
359,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,359,193,6,7,SaidTssN,Kriti E,32.150146602992635,31.4096976570549,309.57972469971133,12.0,71.70881151907776,532.2675006003867
360,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,360,194,6,7,SaidTssN,Kriti E,32.152254595693655,31.406652372648747,309.57972469971133,12.0,71.90876662515696,532.0675454943074
361,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,361,195,6,7,SaidTssN,Kriti E,32.154362515465465,31.40360694739131,309.57972469971133,12.0,72.10872173123616,531.8675903882282
362,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,362,196,6,7,SaidTssN,Kriti E,32.15647036229871,31.400561381269437,309.57972469971133,12.0,72.30867683731535,531.667635282149
363,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,363,197,6,7,SaidTssN,Kriti E,32.158578136184104,31.397515674269993,309.57972469971133,12.0,72.50863194339455,531.4676801760698
364,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,364,198,6,7,SaidTssN,Kriti E,32.16068583711228,31.394469826379847,309.57972469971133,12.0,72.70858704947375,531.2677250699907
365,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,365,199,6,7,SaidTssN,Kriti E,32.162793465073925,31.391423837585837,309.57972469971133,12.0,72.90854215555294,531.0677699639115
366,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,366,200,6,7,SaidTssN,Kriti E,32.1649010200597,31.388377707874834,309.57972469971133,12.0,73.10849726163214,530.8678148578323
367,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,367,201,6,7,SaidTssN,Kriti E,32.167008502060284,31.385331437233695,309.57972469971133,12.0,73.30845236771134,530.6678597517531
368,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,368,202,6,7,SaidTssN,Kriti E,32.16911591106633,31.382285025649267,309.57972469971133,12.0,73.50840747379053,530.4679046456739
369,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,369,203,6,7,SaidTssN,Kriti E,32.1712232470685,31.379238473108416,309.57972469971133,12.0,73.70836257986973,530.2679495395947
370,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,370,204,6,7,SaidTssN,Kriti E,32.17333051005746,31.376191779598,309.57972469971133,12.0,73.90831768594893,530.0679944335154
371,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,371,205,6,7,SaidTssN,Kriti E,32.175437700023885,31.373144945104873,309.57972469971133,12.0,74.10827279202812,529.8680393274362
372,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,372,206,6,7,SaidTssN,Kriti E,32.17754481695842,31.370097969615895,309.57972469971133,12.0,74.30822789810732,529.668084221357
373,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,373,207,6,7,SaidTssN,Kriti E,32.179651860851735,31.36705085311792,309.57972469971133,12.0,74.50818300418652,529.4681291152779
374,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,374,208,6,7,SaidTssN,Kriti E,32.18175883169449,31.36400359559781,309.57972469971133,12.0,74.70813811026571,529.2681740091987
375,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,375,209,6,7,SaidTssN,Kriti E,32.18386572947735,31.36095619704242,309.57972469971133,12.0,74.9080932163449,529.0682189031195
376,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,376,210,6,7,SaidTssN,Kriti E,32.185972554190954,31.35790865743861,309.57972469971133,12.0,75.10804832242411,528.8682637970403
377,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,377,211,6,7,SaidTssN,Kriti E,32.188079305825994,31.354860976773242,309.57972469971133,12.0,75.3080034285033,528.6683086909611
378,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,378,212,6,7,SaidTssN,Kriti E,32.19018598437308,31.35181315503317,309.57972469971133,12.0,75.50795853458249,528.4683535848819
379,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,379,213,6,7,SaidTssN,Kriti E,32.19229258982291,31.348765192205242,309.57972469971133,12.0,75.7079136406617,528.2683984788027
380,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,380,214,6,7,SaidTssN,Kriti E,32.19439912216611,31.34571708827634,309.57972469971133,12.0,75.90786874674089,528.0684433727236
381,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,381,215,6,7,SaidTssN,Kriti E,32.196505581393346,31.342668843233305,309.57972469971133,12.0,76.10782385282008,527.8684882666444
382,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,382,216,6,7,SaidTssN,Kriti E,32.198611967495275,31.339620457063,309.57972469971133,12.0,76.30777895889928,527.6685331605652
383,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,383,217,6,7,SaidTssN,Kriti E,32.20071828046254,31.33657192975228,309.57972469971133,12.0,76.50773406497848,527.468578054486
384,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,384,218,6,7,SaidTssN,Kriti E,32.20282452028579,31.333523261288008,309.57972469971133,12.0,76.70768917105767,527.2686229484068
385,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,385,219,6,7,SaidTssN,Kriti E,32.204930686955684,31.330474451657054,309.57972469971133,12.0,76.90764427713687,527.0686678423275
386,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,386,220,6,7,SaidTssN,Kriti E,32.20703678046286,31.327425500846246,309.57972469971133,12.0,77.10759938321607,526.8687127362483
387,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,387,221,6,7,SaidTssN,Kriti E,32.20914280079797,31.324376408842472,309.57972469971133,12.0,77.30755448929526,526.6687576301691
388,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,388,222,6,7,SaidTssN,Kriti E,32.211248747951664,31.32132717563258,309.57972469971133,12.0,77.50750959537446,526.4688025240899
389,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,389,223,6,7,SaidTssN,Kriti E,32.21335462191459,31.318277801203426,309.57972469971133,12.0,77.70746470145366,526.2688474180108
390,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,390,224,6,7,SaidTssN,Kriti E,32.21546042267739,31.31522828554187,309.57972469971133,12.0,77.90741980753285,526.0688923119316
391,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,391,225,6,7,SaidTssN,Kriti E,32.2175661502307,31.31217862863478,309.57972469971133,12.0,78.10737491361205,525.8689372058524
392,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,392,226,6,7,SaidTssN,Kriti E,32.21967180456518,31.309128830469003,309.57972469971133,12.0,78.30733001969125,525.6689820997732
393,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,393,227,6,7,SaidTssN,Kriti E,32.22177738567146,31.3060788910314,309.57972469971133,12.0,78.50728512577044,525.469026993694
394,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,394,228,6,7,SaidTssN,Kriti E,32.223882893540186,31.30302881030884,309.57972469971133,12.0,78.70724023184964,525.2690718876148
395,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,395,229,6,7,SaidTssN,Kriti E,32.225988328162,31.29997858828818,309.57972469971133,12.0,78.90719533792884,525.0691167815355
396,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,396,230,6,7,SaidTssN,Kriti E,32.22809368952753,31.29692822495627,309.57972469971133,12.0,79.10715044400803,524.8691616754563
397,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,397,231,6,7,SaidTssN,Kriti E,32.23019897762744,31.29387772029998,309.57972469971133,12.0,79.30710555008723,524.6692065693771
398,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,398,232,6,7,SaidTssN,Kriti E,32.23230419245233,31.29082707430617,309.57972469971133,12.0,79.50706065616643,524.469251463298
399,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,399,233,6,7,SaidTssN,Kriti E,32.234409333992865,31.287776286961684,309.57972469971133,12.0,79.70701576224562,524.2692963572188
400,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,400,234,6,7,SaidTssN,Kriti E,32.236514402239685,31.2847253582534,309.57972469971133,12.0,79.90697086832482,524.0693412511396
401,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,401,235,6,7,SaidTssN,Kriti E,32.2386193971834,31.28167428816817,309.57972469971133,12.0,80.10692597440402,523.8693861450604
402,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,402,236,6,7,SaidTssN,Kriti E,32.24072431881467,31.27862307669285,309.57972469971133,12.0,80.30688108048321,523.6694310389812
403,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,403,237,6,7,SaidTssN,Kriti E,32.2428291671241,31.275571723814313,309.57972469971133,12.0,80.50683618656241,523.469475932902
404,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,404,238,6,7,SaidTssN,Kriti E,32.24493394210234,31.272520229519408,309.57972469971133,12.0,80.70679129264161,523.2695208268228
405,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,405,239,6,7,SaidTssN,Kriti E,32.24703864374003,31.269468593794997,309.57972469971133,12.0,80.9067463987208,523.0695657207436
406,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,406,240,6,7,SaidTssN,Kriti E,32.24914327202777,31.266416816627938,309.57972469971133,12.0,81.10670150479999,522.8696106146645
407,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,407,241,6,7,SaidTssN,Kriti E,32.25124782695622,31.263364898005108,309.57972469971133,12.0,81.3066566108792,522.6696555085853
408,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,408,242,6,7,SaidTssN,Kriti E,32.25335230851599,31.260312837913343,309.57972469971133,12.0,81.50661171695839,522.4697004025061
409,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,409,243,6,7,SaidTssN,Kriti E,32.25545671669772,31.257260636339517,309.57972469971133,12.0,81.70656682303758,522.2697452964269
410,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,410,244,6,7,SaidTssN,Kriti E,32.257561051492026,31.254208293270487,309.57972469971133,12.0,81.90652192911679,522.0697901903476
411,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,411,245,6,7,SaidTssN,Kriti E,32.25966531288953,31.25115580869312,309.57972469971133,12.0,82.10647703519598,521.8698350842684
412,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,412,246,6,7,SaidTssN,Kriti E,32.261769500880874,31.24810318259427,309.57972469971133,12.0,82.30643214127517,521.6698799781892
413,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,413,247,6,7,SaidTssN,Kriti E,32.26387361545666,31.2450504149608,309.57972469971133,12.0,82.50638724735437,521.46992487211
414,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,414,248,6,7,SaidTssN,Kriti E,32.26597765660754,31.241997505779572,309.57972469971133,12.0,82.70634235343357,521.2699697660308
415,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,415,249,6,7,SaidTssN,Kriti E,32.26808162432409,31.238944455037444,309.57972469971133,12.0,82.90629745951276,521.0700146599517
416,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,416,250,6,7,SaidTssN,Kriti E,32.270185518596975,31.23589126272129,309.57972469971133,12.0,83.10625256559196,520.8700595538725
417,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,417,251,6,7,SaidTssN,Kriti E,32.27228933941679,31.232837928817943,309.57972469971133,12.0,83.30620767167116,520.6701044477933
418,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,418,252,6,7,SaidTssN,Kriti E,32.274393086774175,31.229784453314288,309.57972469971133,12.0,83.50616277775035,520.4701493417141
419,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,419,253,6,7,SaidTssN,Kriti E,32.27649676065973,31.22673083619718,309.57972469971133,12.0,83.70611788382955,520.2701942356349
420,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,420,254,6,7,SaidTssN,Kriti E,32.278600361064065,31.223677077453488,309.57972469971133,12.0,83.90607298990875,520.0702391295556
421,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,421,255,6,7,SaidTssN,Kriti E,32.28070388797781,31.22062317707006,309.57972469971133,12.0,84.10602809598794,519.8702840234764
422,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,422,256,6,7,SaidTssN,Kriti E,32.282807341391575,31.21756913503376,309.57972469971133,12.0,84.30598320206714,519.6703289173972
423,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,423,257,6,7,SaidTssN,Kriti E,32.28491072129599,31.214514951331452,309.57972469971133,12.0,84.50593830814634,519.470373811318
424,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,424,258,6,7,SaidTssN,Kriti E,32.28701402768165,31.211460625950014,309.57972469971133,12.0,84.70589341422553,519.2704187052389
425,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,425,259,6,7,SaidTssN,Kriti E,32.28911726053917,31.208406158876283,309.57972469971133,12.0,84.90584852030473,519.0704635991597
426,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,426,260,6,7,SaidTssN,Kriti E,32.291220419859165,31.205351550097127,309.57972469971133,12.0,85.10580362638393,518.8705084930805
427,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,427,261,6,7,SaidTssN,Kriti E,32.293323505632245,31.202296799599424,309.57972469971133,12.0,85.30575873246312,518.6705533870013
428,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,428,262,6,7,SaidTssN,Kriti E,32.29542651784902,31.199241907370013,309.57972469971133,12.0,85.50571383854232,518.4705982809221
429,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,429,263,6,7,SaidTssN,Kriti E,32.297529456500094,31.19618687339578,309.57972469971133,12.0,85.70566894462152,518.2706431748429
430,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,430,264,6,7,SaidTssN,Kriti E,32.29963232157607,31.193131697663564,309.57972469971133,12.0,85.90562405070071,518.0706880687637
431,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,431,265,6,7,SaidTssN,Kriti E,32.30173511306757,31.19007638016024,309.57972469971133,12.0,86.10557915677991,517.8707329626845
432,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,432,266,6,7,SaidTssN,Kriti E,32.30383783096519,31.187020920872673,309.57972469971133,12.0,86.30553426285911,517.6707778566054
433,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,433,267,6,7,SaidTssN,Kriti E,32.30594047525955,31.183965319787717,309.57972469971133,12.0,86.5054893689383,517.4708227505262
434,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,434,268,6,7,SaidTssN,Kriti E,32.30804304594122,31.18090957689224,309.57972469971133,12.0,86.70544447501749,517.270867644447
435,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,435,269,6,7,SaidTssN,Kriti E,32.310145543000836,31.17785369217311,309.57972469971133,12.0,86.9053995810967,517.0709125383677
436,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,436,270,6,7,SaidTssN,Kriti E,32.312247966428984,31.174797665617177,309.57972469971133,12.0,87.10535468717589,516.8709574322885
437,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,437,271,6,7,SaidTssN,Kriti E,32.31435031621627,31.17174149721132,309.57972469971133,12.0,87.30530979325508,516.6710023262093
438,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,438,272,6,7,SaidTssN,Kriti E,32.316452592353286,31.168685186942387,309.57972469971133,12.0,87.50526489933429,516.4710472201301
439,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,439,273,6,7,SaidTssN,Kriti E,32.31855479483064,31.165628734797235,309.57972469971133,12.0,87.70522000541348,516.2710921140509
440,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,440,274,6,7,SaidTssN,Kriti E,32.32065692363893,31.162572140762755,309.57972469971133,12.0,87.90517511149267,516.0711370079717
441,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,441,275,6,7,SaidTssN,Kriti E,32.32275897876876,31.159515404825797,309.57972469971133,12.0,88.10513021757187,515.8711819018926
442,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,442,276,6,7,SaidTssN,Kriti E,32.32486096021071,31.15645852697321,309.57972469971133,12.0,88.30508532365107,515.6712267958134
443,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,443,277,6,7,SaidTssN,Kriti E,32.32696286795538,31.153401507191877,309.57972469971133,12.0,88.50504042973026,515.4712716897342
444,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,444,278,6,7,SaidTssN,Kriti E,32.32906470199337,31.15034434546865,309.57972469971133,12.0,88.70499553580946,515.271316583655
445,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,445,279,6,7,SaidTssN,Kriti E,32.33116646231526,31.147287041790396,309.57972469971133,12.0,88.90495064188866,515.0713614775757
446,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,446,280,6,7,SaidTssN,Kriti E,32.33326814891167,31.144229596143987,309.57972469971133,12.0,89.10490574796785,514.8714063714965
447,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,447,281,6,7,SaidTssN,Kriti E,32.335369761773165,31.14117200851628,309.57972469971133,12.0,89.30486085404705,514.6714512654173
448,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,448,282,6,7,SaidTssN,Kriti E,32.33747130089035,31.138114278894133,309.57972469971133,12.0,89.50481596012625,514.4714961593381
449,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,449,283,6,7,SaidTssN,Kriti E,32.33957276625381,31.13505640726442,309.57972469971133,12.0,89.70477106620544,514.2715410532589
450,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,450,284,6,7,SaidTssN,Kriti E,32.34167415785413,31.131998393613994,309.57972469971133,12.0,89.90472617228464,514.0715859471798
451,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,451,285,6,7,SaidTssN,Kriti E,32.3437754756819,31.12894023792973,309.57972469971133,12.0,90.10468127836384,513.8716308411006
452,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,452,286,6,7,SaidTssN,Kriti E,32.34587671972772,31.125881940198486,309.57972469971133,12.0,90.30463638444303,513.6716757350214
453,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,453,287,6,7,SaidTssN,Kriti E,32.347977889982154,31.122823500407137,309.57972469971133,12.0,90.50459149052223,513.4717206289422
454,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,454,288,6,7,SaidTssN,Kriti E,32.35007898643581,31.11976491854254,309.57972469971133,12.0,90.70454659660143,513.271765522863
455,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,455,289,6,7,SaidTssN,Kriti E,32.35218000907925,31.116706194591554,309.57972469971133,12.0,90.90450170268062,513.0718104167838
456,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,456,290,6,7,SaidTssN,Kriti E,32.354280957903065,31.11364732854105,309.57972469971133,12.0,91.10445680875982,512.8718553107046
457,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,457,291,6,7,SaidTssN,Kriti E,32.35638183289785,31.110588320377893,309.57972469971133,12.0,91.30441191483902,512.6719002046254
458,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,458,292,6,7,SaidTssN,Kriti E,32.35848263405418,31.107529170088945,309.57972469971133,12.0,91.50436702091821,512.4719450985463
459,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,459,293,6,7,SaidTssN,Kriti E,32.36058336136261,31.104469877661074,309.57972469971133,12.0,91.70432212699741,512.271989992467
460,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,460,294,6,7,SaidTssN,Kriti E,32.36268401481375,31.10141044308114,309.57972469971133,12.0,91.90427723307661,512.0720348863878
461,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,461,295,6,7,SaidTssN,Kriti E,32.36478459439817,31.09835086633602,309.57972469971133,12.0,92.1042323391558,511.8720797803086
462,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,462,296,6,7,SaidTssN,Kriti E,32.366885100106444,31.09529114741257,309.57972469971133,12.0,92.304187445235,511.6721246742294
463,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,463,297,6,7,SaidTssN,Kriti E,32.36898553192915,31.09223128629766,309.57972469971133,12.0,92.5041425513142,511.4721695681502
464,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,464,298,6,7,SaidTssN,Kriti E,32.371085889856865,31.089171282978146,309.57972469971133,12.0,92.70409765739339,511.272214462071
465,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,465,299,6,7,SaidTssN,Kriti E,32.37318617388017,31.086111137440913,309.57972469971133,12.0,92.90405276347258,511.07225935599183
466,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,466,300,6,7,SaidTssN,Kriti E,32.375286383989625,31.083050849672805,309.57972469971133,12.0,93.1040078695518,510.87230424991264
467,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,467,301,6,7,SaidTssN,Kriti E,32.37738652017581,31.079990419660696,309.57972469971133,12.0,93.30396297563098,510.67234914383346
468,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,468,302,6,7,SaidTssN,Kriti E,32.3794865824293,31.076929847391458,309.57972469971133,12.0,93.50391808171017,510.47239403775427
469,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,469,303,6,7,SaidTssN,Kriti E,32.38158657074066,31.073869132851954,309.57972469971133,12.0,93.70387318778938,510.272438931675
470,Suez OUT - Piraeus,SEA,PILOT_TO_PILOT,5,470,304,6,7,SaidTssN,Kriti E,32.38368648510046,31.070808276029044,309.57972469971133,12.0,93.90382829386857,510.07248382559584
